product,description,page
ARDEX AF 2270,"Opis: Klej uniwersalny, przewodzący: – przeznaczony do wykładzin tekstylnych i elastycznych, – w przypadku wykładzin tekstylnych, kauczukowych oraz linoleum można zrezygnować z gruntowania powierzchni, – trwale przylega do powierzchni, – niskoemisyjny, bezrozpuszczalnikowy. Jasny klej dyspersyjny do klejenia przewodzących: – wykładzin tekstylnych, – wykładzin z dodatkiem włókna igłowego, – linoleum, – wykładzin z PCV, – wykładzin kauczukowych o grubości do 3,5 mm na chłonnych podłożach. Do stosowania: wewnątrz. Baza surowcowa: dyspersja akrylowa. Warunki pracy: temperatura: nie poniżej +15°C; względna wilgotność powietrza; maks. 75%. Czas wstępnego odparowania: ok. 5-15 min. Czas pracy: 5-40 min. Niższe temperatury oraz wyższe wartości względnej wilgotności powietrza mogą wydłużać czas wiązania. Podany czas odnosi się do temperatury +18°C i względnej wilgotności powietrza 65%. Środki czyszczące: przed wyschnięciem: woda. Odporność na obciążenie skupione: tak. Przydatność w systemie ogrzewania podłogowego: tak. Właściwości przewodzące kleju (dIN EN 13415): 104 do 3×105 Ω opór. EMICOdE: EC1 – bardzo niski poziom emisji substancji organicznych. gISCOdE: D1 – bez rozpuszczalnika. Oznaczenie wg gefStoffV, adR, ggVS,VbF: brak. Magazynowanie: w suchych pomieszczeniach ok. 12 miesięcy w oryginalnie zamkniętym opakowaniu. Chronić przed mrozem. Opakowanie Nr artykułu EAN-Nr Paleta 18 kg wiadro 70226 40 24705 70226 3 24 wiadra",96
ARDEX AF 130,"Opis: Klej obiektowy do wykładzin elastycznych: – do mocowania okładzin PVC, CV, – dobra przyczepność początkowa, – niskoemisyjny. Klej dyspersyjny do mocowania: – okładzin PVC, – okładzin CV, – okładzin LVT na chłonnych podłożach, – dobra przyczepność początkowa, – niskoemisyjny. Do stosowania: wewnątrz, podłogi. Baza surowcowa: mieszanina dyspersji tworzyw sztucznych. Zużycie materiału: ok. 280 – 320 g/m2 w zależności od użytej pacy. Warunki pracy: temperatura otoczenia: nie poniżej +15°C; względna wilgotność powietrza: max. 75%. Czas wstępnego odparowania: od 5 do 20 min. Czas pracy: od 10 do 20 min. Niższe temperatury oraz wyższe wartości wilgotności względnej powietrza mogą wydłużyć czas wiązania. Podany czas odnosi się do temperatury +18°C i względnej wilgotności powietrza 65%. Środki czyszczące: przed wyschnięciem: woda. Odporność na obciążenia skupione: tak. EMICODE: EC1PLUS - niski poziom emisji. GISCODE: D1 – bez rozpuszczalnika. Oznakowanie GHS/CLP: brak. Oznakowanie GGVSEB/ADR: brak. Magazynowanie: w suchych, ogrzewanych pomieszczeniach, przez 12 miesięcy w oryginalnie zamkniętym opakowaniu. Opakowanie Nr artykułu EAN-Nr Paleta 13 kg wiadro 30379 40 24705 30379 8 44 wiadra",97
ARDEX AF 140,"Opis: Klej wzmacniany włóknami do wykładzin PCV. Szczególnie nadaje się do wykładzin PVC, LVT oraz wykładzin dekoracyjnych. Wzmocnienie włóknem minimalizuje ryzyko odkształceń. Doskonałe zwilżanie powierzchni. Bardzo niska emisja. Do stosowania: wewnątrz, podłogi. Materiał bazowy: dyspersja tworzyw sztucznych. Temperatura: powyżej +15°C. Wilgotność powietrza (rF): poniżej 75%. Czas wstępnego odparowania: od 0 do 10 minut. Czas układania: ok. 10 minut. Niższe temperatury i wyższe wartości względnej wilgotności powietrza mogą wydłużać czas wiązania. Podany czas odnosi się do temperatury +18°C i względnej wilgotności powietrza 65% (rF). Środki czyszczące: Przed wyschnięciem: woda. Odporność na obciążenia: tak (kółka–zgodnie z normą EN 12529). Ogrzewanie podłogowe: tak. Odpowiedni przy użyciu szamponów i sprayów: tak. EMICODE: EC1PLUS – bardzo niska emisja. GISCODE: D1 – nie zawiera rozpuszczalników TRGS 610, RAL– UZ 113. Oznaczenie wg GHS/CLP: nie. Oznaczenie według GGVSEB/ADR: nie. Magazynowanie: Przechowywać w chłodnym miejscu, ale zabezpieczonym przed mrozem w zamkniętym opakowaniu. Ok. 12 miesięcy w oryginalnie zamkniętym opakowaniu. Opakowanie Nr artykułu EAN-Nr Paleta 12 kg Wiadro 30384 4024705303842 44 wiadra",98
ARDEX AF 155,"Opis: Specjalny klej do wykładzin elastycznych. Szerokie spektrum zastosowania. Długi czas otwarty. Bardzo niskoemisyjny. „AF 155” charakteryzuje się uniwersalnym zastosowaniem podczas klejenia metodą mokrą i półmokrą. Klej dyspersyjny do mocowania: – okładzin PVC, – okładzin CV, – okładzin LVT, – wykładzin kwarcowo winylowych, – wykładzin gumowych do 2,5 mm grubości, – wykładzin tekstylnych, lateksowych, PVC na chłonnych i niechłonnych podłożach. Do stosowania: wewnątrz, ściany i podłogi. Baza surowcowa: mieszanina dyspersji tworzyw sztucznych. Zużycie materiału: ok. 250 – 450 g/m2 w zależności od użytej pacy. Warunki pracy: temperatura otoczenia: nie poniżej +15°C; względna wilgotność powietrza: max. 75%. Czas wstępnego odparowania: od 5 do 20 min. na chłonnych podłożach przy metodzie mokrej, 30 do 60 min. na niechłonnych podłożach przy metodzie pół mokrej i kontaktowej. Czas pracy: od 5 do 60 min. Niższe temperatury oraz wyższe wartości wilgotności względnej powietrza mogą wydłużyć czas wiązania. Podany czas odnosi się do temperatury +18°C i względnej wilgotności powietrza 65%. Środki czyszczące: przed wyschnięciem: woda. Odporność na obciążenia skupione: tak. Przydatność w systemie ogrzewania podłogowego: tak. EMICODE: EC1PLUS - niski poziom emisji. GISCODE: D1 – bez rozpuszczalnika. Oznakowanie GHS/CLP: brak. Oznakowanie GGVSEB/ADR: brak. Magazynowanie: w suchych, ogrzewanych pomieszczeniach, przez 12 miesięcy w oryginalnie zamkniętym opakowaniu. Opakowanie Nr artykułu EAN-Nr Paleta 11 kg wiadro 30371 40 24705 30371 2 44 44 wiadra",99
ARDEX AF 180,"Opis: Klej SMP do wykładzin elastycznych: – na powierzchnie wysokoobciążone, – szybki przyrost wytrzymałości, – łatwa aplikacja, brak konieczności mieszania, – homogeniczne i heterogeniczne okładziny PVC w rolkach i płytkach, – dekoracyjne płytki PVC, – podłóg CV, – wykładzin kauczukowych, – wykładzin korkowych PVC, – linoleum, – sztucznej trawy, – wykładzin igłowanych na odpowiednich, chłonnych i niechłonnych podłożach wewnątrz i na zewnątrz pomieszczeń. Do stosowania: wewnątrz i zewnątrz, podłogi. Baza surowcowa: silany modyfikowane polimerami. Zużycie materiału: ok. 300-580 g/m2 w zależności od użytej pacy. Warunki pracy: temperatura otoczenia: nie poniżej +15°C; względna wilgotność powietrza: max. 75%. Czas wstępnego odparowania: ok. 20 min. Czas pracy: ok. 35 min. Niższe temperatury oraz wyższe wartości wilgotności względnej powietrza mogą wydłużyć czas wiązania. Podany czas odnosi się do temperatury +18°C i względnej wilgotności powietrza 65%. Środki czyszczące: przed wyschnięciem odpowiednimi środkami czyszczącymi. Odporność na obciążenia skupione: tak. Przydatność w systemie ogrzewania podłogowego: tak. EMICODE: EC1PLUSR - bardzo niski poziom emisji. GISCODE: RS10. Oznakowanie GHS/CLP: brak. Oznakowanie GGVSEB/ADR: brak. Magazynowanie: w suchych, ogrzewanych pomieszczeniach, przez 12 miesięcy w oryginalnie zamkniętym opakowaniu. Opakowanie Nr artykułu EAN-Nr Paleta 7,5 kg wiadro 32499 40 24705 32499 1 72 wiadra",100
ARDEX AF 181 W,"Opis: Na powierzchnie wysokoobciążone. Szybki przyrost wytrzymałości. Łatwa aplikacja, brak konieczności mieszania. Możliwość aplikacji wałkiem Homogeniczne i heterogeniczne okładziny PVC w rolkach i płytkach: -dekoracyjne płytki PVC, -podłóg CV, -wykładzin kauczukowych, -wykładzin korkowych PVC, -linoleum, -sztucznej trawy, -wykładzin igłowanych na odpowiednich, - chłonnych i niechłonnych podłożach wewnątrz i na zewnątrz pomieszczeń. Do stosowania: wewnątrz i zewnątrz, ściany i podłogi. Baza surowcowa: silany modyfikowane polimerami. Zużycie materiału: ok. 300-580 g/m² w zależności od użytej pacy lub wałka. Warunki pracy: temperatura otoczenia: nie mniej niż +15°C; względna wilgotność powietrza: min. 50%. Czas wstępnego odparowania: od 10- 40 min. Czas pracy: ok. 10- 45 min. Niższe temperatury oraz wyższe wartości wilgotności względnej powietrza mogą wydłużyć czas wiązania. Podany czas odnosi się do temperatury +18°C i względnej wilgotności powietrza 65%. Środki czyszczące: przed utwardzeniem: odpowiednie środki czyszczące zawierające olej lub wosk, np. szmatki do czyszczenia CW. Odporność na obciążenia skupione: tak (kółka–zgodnie z normą EN 12529). Przydatność w systemie ogrzewania podłogowego: tak EMICODE: EC1PLUS - niski poziom emisji. GISCODE: RS10 - Materiały zawierające metoksysilan. Oznakowanie GHS/CLP: brak. Oznakowanie GGVSEB/ADR: brak. Magazynowanie: w suchych pomieszczeniach, przez 12 miesięcy w oryginalnie zamkniętym opakowaniu. Opakowanie Nr artykułu EAN-Nr Paleta 7,5 KG WIADRO 39006 4024705390064 72 WIADRA",101
ARDEX AF 185,"Opis: Klej nakładany wałkiem do wykładzin PCV. AF 185 charakteryzuje się łatwą aplikacją, wysoką wydajnością i natychmiastowa możliwością układania wykładzin. Praca w pozycji stojącą podczas aplikacji wałkiem umożliwia ergonomiczną pracę. Łatwy do aplikacji. Ograniczone przesuwanie się wykładziny. Możliwość instalacji wykładziny bezpośrednio po aplikacji. Bardzo ekonomiczny. Niskoemisyjny. Klej do aplikacji wałkiem, do układania: – stabilnych wymiarowo wykładzin z PVC w formacie płytek i desek (do maks. 120 cm długości); – wykładzin CV w postaci listew, płytek i desek na chłonnych powierzchniach wewnątrz pomieszczeń. Do stosowania: wewnątrz, na podłogi. Baza surowcowa: specjalne dyspersje tworzyw sztucznych. Zużycie materiału: wałek z włosiem 9 mm: ok. 120 – 150 g/m². Warunki pracy: temperatura otoczenia: min.+15°C; względna wilgotność powietrza: max. 75%. Czas wstępnego odparowania: 20 min. Czas pracy: aż do 180 min. Niższe temperatury oraz wyższe wartości wilgotności względnej powietrza mogą wydłużyć czas wiązania. Podany czas odnosi się do temperatury +20°C i względnej wilgotności powietrza 50%. Środki czyszczące: przed wyschnięciem: woda. Odporność na obciążenia skupione: tak (kółka – zgodnie z normą EN 12529). Przydatność w systemie ogrzewania podłogowego: nie. EMICODE: EC1PLUS - niski poziom emisji. GISCODE: D1 – nie zawiera rozpuszczalników TRGS 610. Oznakowanie GHS/CLP: brak. Oznakowanie GGVSEB/ADR: brak. Magazynowanie: w suchych pomieszczeniach, przez 12 miesięcy w oryginalnie zamkniętym opakowaniu. Opakowanie Nr artykułu EAN-Nr Paleta 10 KG WIADRO 30319 4024705303194 40 WIADER",102
ARDEX AF 785,"Opis: Klej do linoleum. Wysoka wytrzymałość na ścinanie, wysoka wytrzymałość końcowa, szybki przyrost wytrzymałości, bardzo niskoemisyjny. „AF 785” charakteryzuje się szybkim przyrostem wytrzymałości, stabilnością w trakcie pracy i wysoką wytrzymałością końcową. Bardzo dobrze niweluje zmiany wymiarów okładzin. Klej dyspersyjny do klejenia: – wykładzin z linoleum na osnowie jutowej; – korka/podkładu; - na chłonnych podłożach. Do stosowania: wewnątrz, na podłogi. Baza surowcowa: mieszanina dyspersji tworzyw sztucznych. Zużycie materiału: paca TKBB1 ok. 375-425 g/m2. Warunki pracy: temperatura otoczenia: nie poniżej +15°C; względna wilgotność powietrza: max. 75%. Czas wstępnego odparowania: od 0 do 15 min. Czas pracy: do 15 min. Niższe temperatury oraz wyższe wartości wilgotności względnej powietrza mogą wydłużyć czas wiązania. Podany czas odnosi się do temperatury +18°C i względnej wilgotności powietrza 65%. Środki czyszczące: przed wyschnięciem: woda. Odporność na obciążenia skupione: tak. Przydatność w systemie ogrzewania podłogowego: tak. EMICODE: EC1PLUS - niski poziom emisji. GISCODE: D1 – bez rozpuszczalnika. Oznakowanie GHS/CLP: brak. Oznakowanie GGVSEB/ADR: brak. Magazynowanie: w suchych, ogrzewanych pomieszczeniach, przez 12 miesięcy w oryginalnie zamkniętym opakowaniu. Opakowanie Nr artykułu EAN-Nr Paleta 12 kg wiadro 30375 40 24705 30375 0 44 wiadra",103
ARDEX AF 230,"Opis: Szybki klej do wykładzin dywanowych. Szeroki zakres stosowania. Wysoka wytrzymałość początkowa. Bardzo niskoemisyjny. „AF 230” charakteryzuje się szerokim spektrum zastosowania oraz dobrą początkową i końcową wytrzymałością. Klej dyspersyjny do klejenia: – wykładzin tekstylnych na osnowie tekstylnej, lateksowo – piankowej lub lateksowej; – wykładzin tkanych; – wykładzin igłowanych; - na chłonnych podłożach. Do stosowania: wewnątrz, podłogi. Baza surowcowa: mieszanina dyspersji tworzyw sztucznych. Zużycie materiału: ok. 390-530 g/m2 w zależności od użytej pacy. Warunki pracy: temperatura otoczenia: nie poniżej +15°C; względna wilgotność powietrza: max. 75%. Czas wstępnego odparowania: od 5 do 10 min. Czas pracy: od 5 do 15 min. Niższe temperatury oraz wyższe wartości wilgotności względnej powietrza mogą wydłużyć czas wiązania. Podany czas odnosi się do temperatury +18°C i względnej wilgotności powietrza 65%. Środki czyszczące: przed wyschnięciem: woda. Odporność na obciążenia skupione: tak. Przydatność w systemie ogrzewania podłogowego: tak. EMICODE: EC1PLUS - niski poziom emisji. GISCODE: D1 – bez rozpuszczalnika. Oznakowanie GHS/CLP: brak. Oznakowanie GGVSEB/ADR: brak. Magazynowanie: w suchych, ogrzewanych pomieszczeniach, przez 12 miesięcy w oryginalnie zamkniętym opakowaniu. Opakowanie Nr artykułu EAN-Nr Paleta 12 kg wiadro 30374 40 24705 30374 3 44 wiadra",104
ARDEX AF 270,"Opis: Klej do wykładzin tekstylnych i linoleum. „AF 270” charakteryzuje się dużą przyczepnością. Początkową i wysoką wytrzymałością końcową. Zwiększa tym samym bezpieczeństwo przed zmianom wymiarów wykładzin tekstylnych. Długi czas otwarty – wydłużony czas układania z dobrym zwilżaniem strony przylegającej wykładziny. Niskie zużycie. Niskoemisyjny. Klej dyspersyjny do klejenia wykładzin: – tekstylnych; – tekstylnych z gąbką lateksową lub lateksowaną warstwą kontaktową; – tekstylnych z naturalną włókniną; – tekstylnych tkanych; – jedno- i wielowarstwowych wykładzin igłowych; – linoleum i wykładzin z osnową wykonaną z juty oraz z włókniny szklanej; – korkowo-kompozytowych; – kokosowych i sizalowych w połączeniu i bez lateksowej warstwy przylegania na podłożach chłonnych na podłogach i ścianach. Do stosowania: wewnątrz, podłogi i ściany. Baza surowcowa: specjalne dyspersje tworzyw sztucznych. Zużycie materiału: ok. 325 – 450 g/m² w zależności od użytej pacy. Warunki pracy: temperatura otoczenia: min.+15°C; względna wilgotność powietrza: max. 75%. Czas wstępnego odparowania: od 5 – 15 min. Czas pracy: ok. 20 min. Niższe temperatury oraz wyższe wartości wilgotności względnej powietrza mogą wydłużyć czas wiązania. Podany czas odnosi się do temperatury +20°C i względnej wilgotności powietrza 50%. Środki czyszczące: przed wyschnięciem: woda. Odporność na obciążenia skupione: tak (kółka – zgodnie z normą EN 12529). Odpowiedni przy użyciu szamponów i sprayów: tak. Przydatność w systemie ogrzewania podłogowego: tak. EMICODE: EC1PLUS - niski poziom emisji. GISCODE: D1 – nie zawiera rozpuszczalników TRGS 610. Oznakowanie GHS/CLP: brak. Oznakowanie GGVSEB/ADR: brak. Magazynowanie: w suchych pomieszczeniach, przez 12 miesięcy w oryginalnie zamkniętym opakowaniu. Opakowanie Nr artykułu EAN-Nr Paleta 12 KG WIADRO 30372 4024705303729 44 WIADRA",105
ARDEX AF 290,"Opis: Klej dyspersyjny o wysokiej wytrzymałości na ścinanie do wykładzin tekstylnych. „AF 290” rozwiązuje problemy z krytycznymi powierzchniami dzięki wyjątkowo dużej wytrzymałości na ścinanie (> 2 N / mm2 zgodnie z DIN EN 14293). „AF 290” zapobiega również kurczeniu się szwów. Twarde linie kleju. Wysoka wytrzymałość końcowa. Zapobiega kurczeniu się szwów na krytycznych pokryciach. Szeroki zakres zastosowań tekstylnych wykładzin podłogowych. Niskoemisyjny. Klej dyspersyjny do klejenia: – wszelkiego rodzaju wykładzin igłowanych, – wykładzin tekstylnych z podkładem tekstylnym, – tkanych wykładzin tekstylnych, - na chłonnych podłożach. Do stosowania: wewnątrz, podłogi. Baza surowcowa: specjalne dyspersje tworzyw sztucznych. Zużycie materiału: ok. 400-525 g/m² w zależności od użytej pacy. Warunki pracy: temperatura otoczenia: min.+15°C; względna wilgotność powietrza: max. 75%. Czas wstępnego odparowania: od 10 – 15 min. Czas pracy: ok. 25 min. Niższe temperatury oraz wyższe wartości wilgotności względnej powietrza mogą wydłużyć czas wiązania. Podany czas odnosi się do temperatury +20°C i względnej wilgotności powietrza 50%. Środki czyszczące: przed wyschnięciem: woda. Odporność na obciążenia skupione: tak (kółka – zgodnie z normą EN 12529). Odpowiedni przy użyciu szamponów i sprayów: tak. Przydatność w systemie ogrzewania podłogowego: tak. EMICODE: EC1PLUS - niski poziom emisji. GISCODE: D1 – nie zawiera rozpuszczalników TRGS 610. Oznakowanie GHS/CLP: brak. Oznakowanie GGVSEB/ADR: brak. Magazynowanie: w suchych pomieszczeniach, przez 12 miesięcy w oryginalnie zamkniętym opakowaniu. Opakowanie Nr artykułu EAN-Nr Paleta 12 KG WIADRO 30373 4024705303736 44 WIADRA",106
ARDEX AF 635,"Opis: Dyspersyjny klej kontaktowy. Szeroki zakres zastosowania. Łatwy w aplikacji. Wysoka przyczepność początkowa po przeschnięciu. Długi czas pracy. Niski poziom emisji. Dyspersyjny klej kontaktowy do klejenia: – homogenicznych i hetrogenicznych wykładzin PCV, – cokołów przypodłogowych z PVC, – profili schodowych z PVC i gumy, – cokołów, – wykładzin tekstylnych, tkanych lub filcowych, – listew maskujących, – wykładzin z CV, – LVT oraz wykładzin dekoracyjnych, – podkładów izolacyjnych, – linoleum, – wykładzin z gumy, - na chłonnych i niechłonnych podłożach wewnątrz budynków. Do stosowania: wewnątrz, posadzki, ściany, sufity i schody. Baza surowcowa: Dyspersje, wypełniacze mineralne, woda, dodatki i środki konserwujące: izotiazolin. Zużycie materiału: wałek z krótkim włosiem i pędzel: wykładziny PCV, wykładziny CV, cokoły przypodłogowe z PCV i wykładziny gumowe 250-350 g/m²; wykładziny tekstylne, linoleum, wykładziny CV z podkładem z włókniny i podkłady izolacyjne 400-500 g/m². Warunki pracy: temperatura otoczenia: min.+15°C; względna wilgotność powietrza: max. 75%. Czas wstępnego odparowania: Od 30 do 180 minut w zależności od powierzchnia. Czas układania: 6 godzin. Niższe temperatury oraz wyższe wartości wilgotności względnej powietrza mogą wydłużyć czas wiązania. Podany czas odnosi się do temperatury +18°C i względnej wilgotności powietrza 65 %. Środki czyszczące: przed wyschnięciem: woda. Odporność na obciążenia skupione: tak. EMICODE: EC1PLUS - niski poziom emisji. GISCODE: D1. Oznakowanie GHS/CLP: brak. Oznakowanie GGVSEB/ADR: brak. Magazynowanie: w suchych pomieszczeniach, przez 12 miesięcy w oryginalnie zamkniętym opakowaniu. Opakowanie Nr artykułu EAN-Nr Paleta 2,50 KG WIADRO 40338 4024705403382 120 WIADER",107
ARDEX AF 660,"Opis: Klej kontaktowy. Aplikacja metodą malarską i przez szpachlowanie. Wysoka przyczepność początkowa. Uniwersalne zastosowanie do profili i tym podobnych. Dobra odporność na plastyfikatory. Odporny na zmiękczanie. Wysoka wytrzymałość końcowa. Klej kontaktowy do mocowania wykładzin na stopniach schodów, listew cok.wych, profili jak również wykładzin tekstylnych, PVC, gumowych, wykładzin korkowych, na osnowie z naturalnego korka oraz linoleum na konstrukcjach schodów, ścian, sufitów na podłożach chłonnych i niechłonnych. Do stosowania: wewnątrz. Baza surowcowa: polichloropren, rozpuszczony w rozpuszczalniku. Warunki pracy: temperatura: nie poniżej +15°C; względna wilgotność powietrza: max. 75%. Czas wstępnego odparowania: brak. Czas pracy: ok. 35-40 min. Czas wiązania: ok. 50 min. Środki czyszczące: przed wyschnięciem: środek konserwacyjny zawierający olej lub wosk. Przydatność w systemie ogrzewania podłogowego: tak. EMICODE: EC1PLUS - niski poziom emisji. GISCODE: RU 1 – materiał poliuretanowy bez rozpuszczalnika. Opakowanie: 2-komponentowe, wiadro o masie 6,75 kg netto. Magazynowanie: w suchych pomieszczeniach ok. 12 miesięcy w oryginalnie zamkniętym opakowaniu. Chronić przed mrozem. Opakowanie Nr artykułu EAN-Nr Paleta 5 kg wiadro 30390 40 24705 30390 3 75 wiader",108
ARDEX AF 824,"Opis: Dodatek przewodzący do „AF 825”. Dyspersja przewodząca z dodatkiem pigmentu do mieszania z „AF 825” stosowana do klejenia wykładzin przewodzących w płytkach. Tworzy dyspersje przewodzącą. Baza surowcowa: dyspersja pigmentu. Proporcje mieszania: 1 część dodatku przewodzącego „AF 824” + 4-części „AF 825” Zużycie materiału: ok. 80-150 g/m² gotowej do użycia mieszanki w połączeniu z „AF 825” Warunki pracy: temperatura otoczenia: min.+15°C; względna wilgotność powietrza: max. 75%. Właściwości przewodzące (DIN EN 13415): 104 do 3 x 105 Ω. Niższe temperatury oraz wyższe wartości wilgotności względnej powietrza mogą wydłużyć czas wiązania. Podany czas odnosi się do temperatury +20°C i względnej wilgotności powietrza 50%. GISCODE: D1 – bez rozpuszczalnika. Magazynowanie: w suchych pomieszczeniach, przez 6 miesięcy w oryginalnie zamkniętym opakowaniu. Opakowanie Nr artykułu EAN-Nr Paleta 5 kg kanister 30377 40 24705 30377 4 90 kanistrów",109
ARDEX AF 825,"Opis: Mocowanie płytek SL: – wysoka siła klejenia, – szybko schnący, – bardzo niskoemisyjny, – niskie zużycie. Dyspersyjny środek mocujący do luźno układanych wykładzin dywanowych na osnowie: – bitumicznej/flizelinowej, – PVC, – EVA/flizelinowej na chłonnych i niechłonnych podłożach wewnątrz pomieszczeń. Do stosowania: wewnątrz, podłogi. Baza surowcowa: mieszanina dyspersji tworzyw sztucznych. Zużycie materiału: wałkiem ok. 70-90 g/m2 w zależności od użytej pacy. Warunki pracy: temperatura otoczenia: nie poniżej +15°C; względna wilgotność powietrza: max. 75%. Czas wstępnego odparowania: min. 30 minut na chłonnych podłożach; min. 60 min na niechłonnych. Czas pracy: ok. 24 godz. Niższe temperatury oraz wyższe wartości wilgotności względnej powietrza mogą wydłużyć czas wiązania. Podany czas odnosi się do temperatury +18°C i względnej wilgotności powietrza 65%. Środki czyszczące: przed wyschnięciem: woda. Odporność na obciążenia skupione: tak. Przydatność w systemie ogrzewania podłogowego: tak. EMICODE: EC1PLUS - niski poziom emisji. GISCODE: D1 – bez rozpuszczalnika. Oznakowanie GHS/CLP: brak. Oznakowanie GGVSEB/ADR: brak. Magazynowanie: w suchych, ogrzewanych pomieszczeniach, przez 12 miesięcy w oryginalnie zamkniętym opakowaniu. Opakowanie Nr artykułu EAN-Nr Paleta 10 kg wiadro 30376 40 24705 30376 7 40 wiader",110
ARDEX AF 460,"Opis: Spełnia wymagania normy DIN 14293, gotowy do użycia – jednokomponentowy. Na podłożu wykonanym z masy K 55 można układać parkiety już po 1 godzinie od jej wylania. Gruntowanie nie jest konieczne. Elastyczny, nie niszczy podłoża. Łatwo się rozprowadza. Nie zawiera rozpuszczalników ani wody. Zachowuje wzór szpachli ząbkowanej. Szybki przyrost siły klejenia. Gotowy klej do parkietu: – elastyczny klej SMP, – łatwa aplikacja, – szybki przyrost siły klejenia, – nie zawiera rozpuszczalników ani wody. Elastyczny klej polimerowy modyfikowany silanami do klejenia: – parkietu przemysłowego, – parkietu dębowego, – parkietu wielowarstwowego, – płyt akustycznych i mat odprzęgających. Do stosowania: wewnątrz. Baza surowcowa: polimer modyfikowany silanami. Zużycie: ok. 800-1500g/m² w zależności od stosowanej pacy. Warunki pracy: temperatura: nie mniej niż +18°C; względna wilgotność powietrza: maks. 75%. Czas wstępnego odparowania: brak. Czas pracy: ok. 40 min. Środki czyszczące: przed wyschnięciem: środek konserwacyjny zawierający olej lub wosk. Przydatność w systemie ogrzewania podłogowego: tak. EMICODE: EC 1 R – bardzo niski poziom emisji substancji organicznych. GISCODE: RS 10. Magazynowanie: w suchych pomieszczeniach ok. 12 miesięcy w oryginalnie zamkniętym opakowaniu. Chronić przed mrozem. Opakowanie Nr artykułu EAN-Nr Paleta 18 kg wiadro 22401 40 24705 22401 7 44 wiadra",111
ARDEX AF 480,"Opis: Spełnia wymagania normy DIN 14293, gotowy do użycia – jednokomponentowy. Na podłożu wykonanym z masy K 55 można układać parkiety już po 1 godzinie od jej wylania. Gruntowanie nie jest konieczne. Łączy w sobie zalety klejów elastycznych odpornych na ścinanie. Łatwo się rozprowadza. Nie zawiera rozpuszczalników ani wody. Zachowuje wzór szpachli ząbkowanej. Elastyczny klej do parkietu: – szybki, elastyczny klej SMP, – łatwa aplikacja, – stabilny podczas aplikacji, – wysoka wytrzymałość końcowa, – minimalizuje ryzyko powstawania szczelin. Trwale elastyczny, klej polimerowy modyfikowany silanami do klejenia: – parkietu przemysłowego, – parkietu lamelowego, – deszczułek parkietowych, – dyli parkietowych, – gotowych parkietów wielowarstwowych, – podłóg z drewna litego, – mozaiki tradycyjnej, – podłóg korkowych, – podłóg z korka na podkładach HDF/MDF, – płyt akustycznych i mat odsprzęgających. Do stosowania: wewnątrz. Baza surowcowa: polimer modyfikowany silanami. Zużycie: ok. 800-1500g/m² w zależności od stosowanej pacy. Warunki pracy: temperatura: nie mniej niż +18°C; względna wilgotność powietrza: maks. 75%. Czas wstępnego odparowania: brak. Czas pracy: ok. 40 min. Środki czyszczące: przed wyschnięciem: środek konserwacyjny zawierający olej lub wosk. Przydatność w systemie ogrzewania podłogowego: tak. EMICODE: EC 1 R – bardzo niski poziom emisji substancji organicznych. GISCODE: RS 10. Magazynowanie: w suchych pomieszczeniach ok. 12 miesięcy w oryginalnie zamkniętym opakowaniu. Chronić przed mrozem. Opakowanie Nr artykułu EAN-Nr Paleta 18 kg wiadro 22389 40 24705 22389 8 44 wiadra",112
ARDEX AF 490 - Klej 2K-PU do parkietu,"Opis: Wysoka wytrzymałość. Bezwodny – nie powoduje odkształceń drewna. Niskoemisyjny. Reaktywny dwuskładnikowy klej poliuretanowy zgodny z normą DIN EN 14293 do klejenia: – lamparkiet z litego drewna 10 mm, zgodny z DIN EN 13227, – parkiet mozaikowy zgodny z normą DIN EN 13488, – parkiet lamelowy z krawędzią zgodnie z normą DIN EN 14761, – parkiet lamelowy zgodny z normą DIN EN 13226, – parkiet wielowarstwowy zgodny z normą DIN EN 13489, – deski z litego drewna zgodnie z DIN EN 13226 i DIN EN 13990, – płyty odsprzęgające DS 30, – podłogi laminowane, które zostały zatwierdzone przez producenta do klejenia na całej powierzchni na odpowiednio przygotowanych, chłonnych i niechłonnych podłożach. Do stosowania: wewnątrz i zewnątrz. Baza surowcowa: poliuretan dwuskładnikowy. Warunki pracy: temperatura: nie poniżej +15°C; względna wilgotność powietrza: maks. 75%. Czas wstępnego odparowania: brak. Czas pracy: ok. 35 – 40 min. Czas wiązania: ok. 50 min. Środki czyszczące: przed wyschnięciem: środek konserwacyjny zawierający olej lub wosk. Przydatność w systemie ogrzewania podłogowego: tak. EMICODE: EC1PLUS - niski poziom emisji. GISCODE: RU 1 – materiał poliuretanowy bez rozpuszczalnika. Opakowanie: 2-komponentowe, wiadro o masie 6,75 kg netto. Magazynowanie: w suchych pomieszczeniach ok. 12 miesięcy w oryginalnie zamkniętym opakowaniu. Chronić przed mrozem. Opakowanie Nr artykułu EAN-Nr Paleta 6,75 KG WIADRO 37200 4024705372008 60 WIADER",113
